"target_id","pval","qval","ext_gene","num_aggregated_transcripts"
"ENSMUSG00000020538",1.58788622853002e-16,7.64382464979167e-15,"Srebf1",12
"ENSMUSG00000027411",1.65426847630135e-16,7.93841436840787e-15,"Vps16",8
"ENSMUSG00000030304",1.71446783238223e-16,8.2015854931585e-15,"Ergic2",12
"ENSMUSG00000030560",1.75878672910416e-16,8.38738543586493e-15,"Ctsc",5
"ENSMUSG00000026994",1.88929163303121e-16,8.98176283181419e-15,"Galnt3",4
"ENSMUSG00000054611",1.96889799285365e-16,9.33123544105377e-15,"Kdm2a",11
"ENSMUSG00000025609",1.99044080043221e-16,9.40421844846182e-15,"Mkln1",12
"ENSMUSG00000025330",2.08892706006889e-16,9.8391678263183e-15,"Padi4",3
"ENSMUSG00000025159",2.13774830512701e-16,1.00382365199032e-14,"Mms19",10
"ENSMUSG00000028559",2.15135146143721e-16,1.00712196243672e-14,"Osbpl9",10
"ENSMUSG00000028410",2.15981867388986e-16,1.00800317865567e-14,"Dnaja1",9
"ENSMUSG00000045302",2.30973022113345e-16,1.07469149620398e-14,"Preb",11
"ENSMUSG00000018068",2.38202044674521e-16,1.10496875753866e-14,"Ints2",8
"ENSMUSG00000021270",2.41173415871346e-16,1.11537240186059e-14,"Hsp90aa1",6
"ENSMUSG00000029833",2.42384560555254e-16,1.11759724487344e-14,"Trim24",8
"ENSMUSG00000030243",2.52802890567014e-16,1.16213412876872e-14,"Recql",10
"ENSMUSG00000041375",2.53676132979175e-16,1.16265695917521e-14,"Ccdc9",15
"ENSMUSG00000055805",2.57553295565578e-16,1.17690323836354e-14,"Fmnl1",6
"ENSMUSG00000069565",2.73085569020933e-16,1.24416484838466e-14,"Dazap1",7
"ENSMUSG00000028041",2.85826528867352e-16,1.29834792400636e-14,"Adam15",10
"ENSMUSG00000060073",2.89226228934589e-16,1.30990387944695e-14,"Psma3",8
"ENSMUSG00000020564",2.9053606348988e-16,1.31195458994191e-14,"Atxn7l1",14
"ENSMUSG00000026921",3.32393233535297e-16,1.4965516526348e-14,"Egfl7",16
"ENSMUSG00000042605",3.36344377653217e-16,1.50804330098954e-14,"Atxn2",15
"ENSMUSG00000040481",3.36915866826773e-16,1.50804330098954e-14,"Bptf",8
"ENSMUSG00000059714",3.44645824632558e-16,1.53814527215021e-14,"Flot1",10
"ENSMUSG00000022194",3.68670663382815e-16,1.64058445205353e-14,"Pabpn1",8
"ENSMUSG00000029705",3.80771850067557e-16,1.68952332777802e-14,"Cux1",13
"ENSMUSG00000034269",3.85850229202895e-16,1.7071084707046e-14,"Setd5",14
"ENSMUSG00000061479",3.89905429305201e-16,1.71372578343992e-14,"Snrpa",6
"ENSMUSG00000028820",3.9002996112999e-16,1.71372578343992e-14,"Sfpq",6
"ENSMUSG00000001632",3.90704401894781e-16,1.71372578343992e-14,"Brpf1",7
"ENSMUSG00000029860",4.02629067118253e-16,1.76098450269892e-14,"Zyx",4
"ENSMUSG00000030188",4.05722971516932e-16,1.7694607544106e-14,"Magohb",6
"ENSMUSG00000028859",4.08212386961602e-16,1.77526000557051e-14,"Csf3r",5
"ENSMUSG00000027642",4.12732112979946e-16,1.7898309307357e-14,"Rpn2",9
"ENSMUSG00000039630",4.36358869819994e-16,1.88694394892782e-14,"Hnrnpu",6
"ENSMUSG00000052593",4.4495181867847e-16,1.91868237755775e-14,"Adam17",7
"ENSMUSG00000022698",4.62601219389674e-16,1.98459279374301e-14,"Naa50",5
"ENSMUSG00000034156",4.62829649442288e-16,1.98459279374301e-14,"Bzrap1",11
"ENSMUSG00000020289",4.70232222036911e-16,2.01070247344722e-14,"Nprl3",11
"ENSMUSG00000023994",5.19848668292815e-16,2.21666947471488e-14,"Nfya",12
"ENSMUSG00000002031",5.44214524822317e-16,2.31412109610556e-14,"Ift46",10
"ENSMUSG00000024835",5.49067529175502e-16,2.32828967773368e-14,"Coro1b",7
"ENSMUSG00000025223",5.71131841728425e-16,2.41516194286705e-14,"Ldb1",6
"ENSMUSG00000024013",5.90283947407407e-16,2.48927456388776e-14,"Fgd2",7
"ENSMUSG00000015714",5.97008673742273e-16,2.50819898918141e-14,"Lass2",9
"ENSMUSG00000020594",5.98048491671814e-16,2.50819898918141e-14,"Pum2",11
"ENSMUSG00000031805",6.42293617401149e-16,2.68640182928328e-14,"Jak3",8
"ENSMUSG00000056763",6.53084780983492e-16,2.72215885599238e-14,"Cspp1",12
"ENSMUSG00000030365",6.54399306901747e-16,2.72215885599238e-14,"Clec2i",5
"ENSMUSG00000024675",6.86781126136799e-16,2.84911801596264e-14,"Ms4a4c",3
"ENSMUSG00000029561",7.41848980754822e-16,3.06924978307968e-14,"Oasl2",5
"ENSMUSG00000032691",7.45364305245238e-16,3.0754816131251e-14,"Nlrp3",4
"ENSMUSG00000002565",7.57187840572747e-16,3.10758166525369e-14,"Scin",3
"ENSMUSG00000002845",7.5720405091431e-16,3.10758166525369e-14,"Tmem39a",9
"ENSMUSG00000040482",7.95439943402791e-16,3.25577397155346e-14,"Dom3z",7
"ENSMUSG00000023952",8.22673128407725e-16,3.34967511876453e-14,"Gtpbp2",14
"ENSMUSG00000032966",8.22757933535057e-16,3.34967511876453e-14,"Fkbp1a",9
"ENSMUSG00000038615",8.38006788647222e-16,3.40270767124978e-14,"Nfe2l1",6
"ENSMUSG00000027342",8.41497059084789e-16,3.4078404710238e-14,"Pcna",6
"ENSMUSG00000024335",8.60989467967144e-16,3.4775796241797e-14,"Brd2",9
"ENSMUSG00000070000",8.73586054998642e-16,3.5191724552419e-14,"Fcho1",12
"ENSMUSG00000029505",8.8544093798318e-16,3.5539739154127e-14,"Ep400",9
"ENSMUSG00000030272",8.86868327467763e-16,3.5539739154127e-14,"Camk1",5
"ENSMUSG00000030148",9.39384001698291e-16,3.75459276710116e-14,"Clec4a2",5
"ENSMUSG00000047215",9.57934982759371e-16,3.80944478647994e-14,"Rpl9",9
"ENSMUSG00000025722",9.58084820221306e-16,3.80944478647994e-14,"Wdr73",10
"ENSMUSG00000000325",9.67089914441804e-16,3.83528818919045e-14,"Arvcf",7
"ENSMUSG00000040732",9.89249696060293e-16,3.91303213108294e-14,"Erg",6
"ENSMUSG00000059474",9.95091580433911e-16,3.92599533847482e-14,"Mbtd1",13
"ENSMUSG00000032577",1.06464276764464e-15,4.18960192470543e-14,"Mapkapk3",9
"ENSMUSG00000032000",1.08027776139113e-15,4.23738447406375e-14,"Birc3",9
"ENSMUSG00000037286",1.08232122377771e-15,4.23738447406375e-14,"Stag1",8
"ENSMUSG00000040990",1.10034399148115e-15,4.296955566733e-14,"Sh3kbp1",9
"ENSMUSG00000028010",1.13928788550601e-15,4.43771474588449e-14,"Gar1",5
"ENSMUSG00000021236",1.16491085058857e-15,4.52600388345426e-14,"Entpd5",6
"ENSMUSG00000028463",1.18194783710144e-15,4.58057151654399e-14,"Car9",5
"ENSMUSG00000030649",1.22160704317166e-15,4.72231328708885e-14,"3200002M19Rik",11
"ENSMUSG00000024858",1.24636165361663e-15,4.80587007394542e-14,"Adrbk1",8
"ENSMUSG00000034171",1.28324143214415e-15,4.93564317669917e-14,"Faah",7
"ENSMUSG00000006494",1.33119073114082e-15,5.10723501561496e-14,"Pdk1",8
"ENSMUSG00000053768",1.36859877656334e-15,5.2376275179079e-14,"Chchd3",5
"ENSMUSG00000002395",1.38741097518027e-15,5.29638084989017e-14,"Use1",12
"ENSMUSG00000059851",1.42265918646531e-15,5.41742955880869e-14,"Suv420h2",12
"ENSMUSG00000004642",1.43159014844697e-15,5.43791116437375e-14,"Slbp",8
"ENSMUSG00000059796",1.44633569805707e-15,5.48032348164793e-14,"Eif4a1",11
"ENSMUSG00000027455",1.46426205612143e-15,5.53454902595229e-14,"Nsfl1c",10
"ENSMUSG00000034160",1.48709272492371e-15,5.60699887515569e-14,"Ogt",7
"ENSMUSG00000005514",1.52669152373669e-15,5.74216064996589e-14,"Por",8
"ENSMUSG00000067274",1.54054242682844e-15,5.78005477203182e-14,"Rplp0",4
"ENSMUSG00000040591",1.56291157343605e-15,5.84964556629808e-14,"1110051M20Rik",8
"ENSMUSG00000004221",1.58775492481347e-15,5.92813472903528e-14,"Ikbkg",11
"ENSMUSG00000026883",1.60938133333817e-15,5.98757363520079e-14,"Dab2ip",6
"ENSMUSG00000006932",1.61149747694194e-15,5.98757363520079e-14,"Ctnnb1",8
"ENSMUSG00000028849",1.63157726961696e-15,6.04750238336473e-14,"Mtap7d1",6
"ENSMUSG00000022800",1.64431893618046e-15,6.07725490605726e-14,"Fyttd1",7
"ENSMUSG00000029322",1.64754428143047e-15,6.07725490605726e-14,"Plac8",4
"ENSMUSG00000061689",1.65622612358828e-15,6.0945936297811e-14,"Dlgap4",7
"ENSMUSG00000019087",1.6765848500469e-15,6.15471484041199e-14,"Atp6ap1",8
"ENSMUSG00000027287",1.71017976080313e-15,6.26302195654889e-14,"Snap23",9
"ENSMUSG00000028894",1.81041608171206e-15,6.6142838613003e-14,"Inpp5b",7
"ENSMUSG00000021134",1.83523875421422e-15,6.68900829750269e-14,"Srsf5",10
"ENSMUSG00000036644",1.84510229558825e-15,6.70898478405342e-14,"Tbc1d9b",8
"ENSMUSG00000022961",1.88260735086339e-15,6.82913585948263e-14,"Son",11
"ENSMUSG00000036323",1.92686659997469e-15,6.9731616814214e-14,"Srp72",9
"ENSMUSG00000026721",1.93602718829665e-15,6.98978872604838e-14,"Rabgap1l",3
"ENSMUSG00000020225",2.05450397067601e-15,7.40008159602551e-14,"Tmbim4",10
"ENSMUSG00000026761",2.06141935515301e-15,7.40756044335266e-14,"Orc4",12
"ENSMUSG00000025728",2.10298844040904e-15,7.53923818402379e-14,"Pigq",11
"ENSMUSG00000034908",2.13222632125471e-15,7.62619638452503e-14,"Sidt2",11
"ENSMUSG00000024426",2.23867828725773e-15,7.97735560121371e-14,"Atat1",15
"ENSMUSG00000016559",2.24083022506003e-15,7.97735560121371e-14,"H3f3b",4
"ENSMUSG00000009292",2.30995944950035e-15,8.20437569674047e-14,"Trpm2",8
"ENSMUSG00000033021",2.31666196158552e-15,8.20913456202572e-14,"Gmppa",11
"ENSMUSG00000036833",2.36745012585791e-15,8.36972898998451e-14,"Pnpla7",14
"ENSMUSG00000073643",2.45034255003015e-15,8.64282114190356e-14,"Wdfy1",8
"ENSMUSG00000048495",2.50051847251111e-15,8.79952569590807e-14,"1110034B05Rik",8
"ENSMUSG00000027282",2.5421477669932e-15,8.92550413236969e-14,"Mtch2",10
"ENSMUSG00000062210",2.56254390458931e-15,8.97652679438289e-14,"Tnfaip8",8
"ENSMUSG00000022283",2.59410960573241e-15,9.06635384578805e-14,"Pabpc1",7
"ENSMUSG00000028423",2.61253417406255e-15,9.10798806974553e-14,"Nfx1",7
"ENSMUSG00000027130",2.61792183870397e-15,9.10798806974553e-14,"Slc12a6",10
"ENSMUSG00000042323",2.64923248292842e-15,9.19602060060503e-14,"Pbrm1",12
"ENSMUSG00000020400",2.70159842270122e-15,9.35657661871275e-14,"Tnip1",10
"ENSMUSG00000049103",2.71892381393347e-15,9.3953240956419e-14,"Ccr2",4
"ENSMUSG00000048000",2.72760650798272e-15,9.40409919463952e-14,"Gigyf2",13
"ENSMUSG00000028028",2.80051107721681e-15,9.61787316492438e-14,"Alpk1",3
"ENSMUSG00000004591",2.80217626832785e-15,9.61787316492438e-14,"Pkn2",9
"ENSMUSG00000058600",2.88034234733888e-15,9.86404488882853e-14,"Rpl30",6
"ENSMUSG00000030330",3.10573430410556e-15,1.06121831980464e-13,"Ing4",10
"ENSMUSG00000031392",3.32354517809028e-15,1.13298571644921e-13,"Irak1",14
"ENSMUSG00000024338",3.33858851079715e-15,1.13298571644921e-13,"Psmb8",3
"ENSMUSG00000038644",3.34235404750672e-15,1.13298571644921e-13,"Pold1",11
"ENSMUSG00000027510",3.34537198742516e-15,1.13298571644921e-13,"Rbm38",6
"ENSMUSG00000005204",3.48736615015396e-15,1.17846801383127e-13,"Senp3",9
"ENSMUSG00000066861",3.50987741591906e-15,1.1834626317817e-13,"Oas1g",3
"ENSMUSG00000063646",3.57149194830213e-15,1.2015911812002e-13,"Jakmip1",6
"ENSMUSG00000048280",3.64264579688823e-15,1.22284258462204e-13,"Zfp738",5
"ENSMUSG00000026867",3.69593230762511e-15,1.23801601236598e-13,"Gapvd1",10
"ENSMUSG00000022436",3.77013629221775e-15,1.26011454937269e-13,"Sh3bp1",8
"ENSMUSG00000047824",3.7965887377858e-15,1.26619129407462e-13,"Pygo2",4
"ENSMUSG00000012848",3.85515626578687e-15,1.28292895905794e-13,"Rps5",7
"ENSMUSG00000033545",3.94398817513977e-15,1.30964362223513e-13,"Znrf1",11
"ENSMUSG00000024283",4.06832951410852e-15,1.34800840264011e-13,"Wac",10
"ENSMUSG00000002948",4.11664515014947e-15,1.36107135979456e-13,"Map2k7",6
"ENSMUSG00000043909",4.16546836725679e-15,1.37424546909412e-13,"Trp53bp1",14
"ENSMUSG00000022635",4.26007660579699e-15,1.4024355415385e-13,"Zcrb1",8
"ENSMUSG00000029227",4.27868046138542e-15,1.40553734984738e-13,"Fip1l1",9
"ENSMUSG00000040296",4.34209560486682e-15,1.42331476486726e-13,"Ddx58",8
"ENSMUSG00000038733",4.45093754999042e-15,1.45587504306097e-13,"Wdr26",9
"ENSMUSG00000077450",4.74125084945952e-15,1.54479950834841e-13,"Rab11b",3
"ENSMUSG00000030695",4.74298255110892e-15,1.54479950834841e-13,"Aldoa",10
"ENSMUSG00000022841",4.82768374819421e-15,1.56904846745981e-13,"Ap2m1",9
"ENSMUSG00000005899",4.97190101638423e-15,1.61249704997478e-13,"Smpd4",13
"ENSMUSG00000073409",5.13342388417681e-15,1.66136263887904e-13,"H2-Q6",4
"ENSMUSG00000021996",5.18553080910066e-15,1.67468577269437e-13,"Esd",8
"ENSMUSG00000020451",5.26083323971366e-15,1.69542811017972e-13,"Limk2",7
"ENSMUSG00000011096",5.31423381694061e-15,1.70903973255729e-13,"Akt1s1",9
"ENSMUSG00000031537",5.72575068317742e-15,1.83752183350272e-13,"Ikbkb",11
"ENSMUSG00000024826",5.75662016734397e-15,1.84356363016112e-13,"Dpf2",8
"ENSMUSG00000006471",5.81397882866531e-15,1.85804567660143e-13,"Ndor1",9
"ENSMUSG00000032815",5.95982690460094e-15,1.90068813032565e-13,"Fanca",9
"ENSMUSG00000031922",6.04349545114831e-15,1.92052573967923e-13,"Cep57",10
"ENSMUSG00000026814",6.04712180902396e-15,1.92052573967923e-13,"Eng",6
"ENSMUSG00000089917",6.3921485542544e-15,2.02590082957612e-13,"Uckl1",13
"ENSMUSG00000047126",6.62769640208174e-15,2.09621439097247e-13,"Cltc",5
"ENSMUSG00000015568",7.11435557890094e-15,2.24549598354259e-13,"Lpl",3
"ENSMUSG00000008855",7.17042487981491e-15,2.25853629753512e-13,"Hdac5",14
"ENSMUSG00000024002",7.2300816794149e-15,2.27265072584155e-13,"Brd4",6
"ENSMUSG00000062234",7.42435007321697e-15,2.32893342050831e-13,"Gak",7
"ENSMUSG00000002963",7.68065216259015e-15,2.4044053845589e-13,"Pnkp",9
"ENSMUSG00000057406",7.72126492336514e-15,2.41218619279334e-13,"Whsc1",10
"ENSMUSG00000028608",7.95867801674204e-15,2.48129211976145e-13,"0610037L13Rik",11
"ENSMUSG00000042726",8.21069261379812e-15,2.55466021406548e-13,"Trafd1",7
"ENSMUSG00000026096",8.47264702374075e-15,2.6308170515096e-13,"Osgepl1",8
"ENSMUSG00000030058",8.6944831009099e-15,2.69423375118884e-13,"Copg",7
"ENSMUSG00000017631",8.80421806363555e-15,2.72272666905319e-13,"Abr",9
"ENSMUSG00000024393",8.83097749581387e-15,2.72549603842578e-13,"Prrc2a",7
"ENSMUSG00000029826",9.54532953266109e-15,2.94003831963734e-13,"Zc3hav1",4
"ENSMUSG00000036908",9.6957739961955e-15,2.98037968541688e-13,"Unc93b1",5
"ENSMUSG00000005936",1.05137837337458e-14,3.22535072938238e-13,"Kctd20",9
"ENSMUSG00000039285",1.05596254884204e-14,3.2329349395348e-13,"Azi2",10
"ENSMUSG00000038388",1.16370679287575e-14,3.55569333040757e-13,"Mpp6",6
"ENSMUSG00000022433",1.17731097635109e-14,3.5900949055742e-13,"Csnk1e",10
"ENSMUSG00000019961",1.18443019951949e-14,3.60462375631099e-13,"Tmpo",7
"ENSMUSG00000020530",1.21599992057752e-14,3.6933584889287e-13,"Ggnbp2",9
"ENSMUSG00000008200",1.23685581249594e-14,3.74926510449264e-13,"Fnbp4",9
"ENSMUSG00000052337",1.24247316966279e-14,3.7588496603158e-13,"Immt",10
"ENSMUSG00000039382",1.25225803329774e-14,3.78097948199641e-13,"Wdr45",12
"ENSMUSG00000029290",1.26148114372442e-14,3.80132939923886e-13,"Zfp326",7
"ENSMUSG00000036529",1.3110094730682e-14,3.94281591625306e-13,"Sbf1",9
"ENSMUSG00000029063",1.3357467883338e-14,4.00933565408113e-13,"Nadk",7
"ENSMUSG00000001418",1.3478045112582e-14,4.0376108529042e-13,"0610031J06Rik",8
"ENSMUSG00000078619",1.38016881639164e-14,4.12648910963343e-13,"Smarcd2",7
"ENSMUSG00000027263",1.38822497685225e-14,4.13849575304346e-13,"Tubgcp4",12
"ENSMUSG00000013973",1.38959159724611e-14,4.13849575304346e-13,"Dedd",9
"ENSMUSG00000034566",1.40929098393981e-14,4.18901483148556e-13,"Atp5h",6
"ENSMUSG00000040463",1.42833188253241e-14,4.23738458484614e-13,"Mybbp1a",9
"ENSMUSG00000007036",1.43774083952726e-14,4.25704773142809e-13,"Abhd16a",7
"ENSMUSG00000022771",1.44098934644563e-14,4.2584295203455e-13,"Ppil2",11
"ENSMUSG00000024511",1.48122320263087e-14,4.36889494910855e-13,"Rab27b",4
"ENSMUSG00000026289",1.53196447042125e-14,4.50986771407856e-13,"Atg16l1",9
"ENSMUSG00000017428",1.54728272557521e-14,4.53994428505528e-13,"Psmd11",9
"ENSMUSG00000022890",1.54811269715107e-14,4.53994428505528e-13,"Atp5j",10
"ENSMUSG00000053483",1.56660837678065e-14,4.58539981486771e-13,"Usp21",10
"ENSMUSG00000028906",1.59731004702052e-14,4.6648492725143e-13,"Epb4.1",14
"ENSMUSG00000037012",1.59984705256729e-14,4.6648492725143e-13,"Hk1",5
"ENSMUSG00000063524",1.61183770234156e-14,4.69087672004651e-13,"Eno1",9
"ENSMUSG00000029304",1.63084957587221e-14,4.73720024809333e-13,"Spp1",4
"ENSMUSG00000037300",1.66551846844594e-14,4.82874180207775e-13,"Ttc13",9
"ENSMUSG00000046711",1.68886991332852e-14,4.88718726526143e-13,"Hmga1",5
"ENSMUSG00000038762",1.74887666148992e-14,5.05128376114862e-13,"Abcf1",7
"ENSMUSG00000020303",1.7583886000725e-14,5.06919259696984e-13,"Stc2",3
"ENSMUSG00000024177",1.81041535159296e-14,5.20373160234279e-13,"Nme4",3
"ENSMUSG00000090935",1.81185585579351e-14,5.20373160234279e-13,"Synj2bp",6
"ENSMUSG00000022561",1.82516968163571e-14,5.23215308735571e-13,"Gpaa1",8
"ENSMUSG00000022791",1.91277084056808e-14,5.47302729484416e-13,"Tnk2",7
"ENSMUSG00000071793",1.92064399959334e-14,5.48530193018188e-13,"2610005L07Rik",4
"ENSMUSG00000024993",1.98075092685663e-14,5.64643113376561e-13,"Fam45a",6
"ENSMUSG00000059456",1.99074184116047e-14,5.66436358819414e-13,"Ptk2b",5
"ENSMUSG00000002458",1.99797387407802e-14,5.6743940750253e-13,"Rgs19",8
"ENSMUSG00000035064",2.047525394898e-14,5.8043553231664e-13,"Eef2k",9
"ENSMUSG00000020238",2.09399742643742e-14,5.92219412483281e-13,"Ncln",7
"ENSMUSG00000066613",2.09683120960242e-14,5.92219412483281e-13,"Zfp932",6
"ENSMUSG00000041890",2.10719370816804e-14,5.94050115739159e-13,"Git2",11
"ENSMUSG00000002320",2.11463137030278e-14,5.95051048099173e-13,"Tm9sf1",12
"ENSMUSG00000040896",2.11939326777939e-14,5.95296736571869e-13,"Kcnd3",4
"ENSMUSG00000028184",2.14263120692622e-14,6.00721584535286e-13,"Lphn2",5
"ENSMUSG00000038545",2.15177331145238e-14,6.0218182544265e-13,"Cul7",7
"ENSMUSG00000028049",2.1629447821211e-14,6.04203626363318e-13,"Scamp3",7
"ENSMUSG00000032204",2.24752154844644e-14,6.26460273888713e-13,"Aqp9",6
"ENSMUSG00000000861",2.25080448548989e-14,6.26460273888713e-13,"Bcl11a",5
"ENSMUSG00000032187",2.29047479691994e-14,6.36344613271333e-13,"Smarca4",4
"ENSMUSG00000031229",2.29624638277469e-14,6.3679238455643e-13,"Atrx",15
"ENSMUSG00000067148",2.33581243791693e-14,6.45993052599996e-13,"Polr1c",8
"ENSMUSG00000025534",2.33786354285601e-14,6.45993052599996e-13,"Gusb",6
"ENSMUSG00000030142",2.36384362094668e-14,6.51994921611744e-13,"Clec4e",7
"ENSMUSG00000022377",2.43442426052471e-14,6.70254794606335e-13,"Asap1",6
"ENSMUSG00000004933",2.49339061857881e-14,6.85257156000078e-13,"Matk",7
"ENSMUSG00000001366",2.51074077842596e-14,6.88511607253423e-13,"Fbxo9",6
"ENSMUSG00000024483",2.51422777929621e-14,6.88511607253423e-13,"Ankhd1",12
"ENSMUSG00000063870",2.55108906886119e-14,6.97358419037984e-13,"Chd4",7
"ENSMUSG00000061288",2.59762739172026e-14,7.08814262254078e-13,"Taok3",7
"ENSMUSG00000016024",2.61869863144815e-14,7.13292502672746e-13,"Lbp",4
"ENSMUSG00000036712",2.68358267827731e-14,7.29667560196608e-13,"Cyld",4
"ENSMUSG00000002325",2.69795403849968e-14,7.32274475555905e-13,"Irf9",6
"ENSMUSG00000041459",2.70853110665765e-14,7.33844144791423e-13,"Tardbp",7
"ENSMUSG00000012535",2.76277141280602e-14,7.47217399067747e-13,"Tnpo3",8
"ENSMUSG00000035439",2.8027186878752e-14,7.56684615061615e-13,"Haus8",8
"ENSMUSG00000037999",2.8733696674771e-14,7.74393360382737e-13,"Arap2",3
"ENSMUSG00000038085",2.94471573213327e-14,7.92226861643166e-13,"4921517L17Rik",3
"ENSMUSG00000048440",2.96796685831656e-14,7.97081345037016e-13,"Cyp4f16",9
"ENSMUSG00000047879",3.09877848693674e-14,8.30754834991728e-13,"Usp14",7
"ENSMUSG00000028796",3.15294164755775e-14,8.43797740224023e-13,"Phc2",8
"ENSMUSG00000027889",3.16905383630187e-14,8.46111317673513e-13,"Ampd2",9
"ENSMUSG00000049470",3.17264107881236e-14,8.46111317673513e-13,"Aff4",7
"ENSMUSG00000009535",3.32604746183887e-14,8.8351769460164e-13,"Rnmt",8
"ENSMUSG00000060216",3.33006305979774e-14,8.8351769460164e-13,"Arrb2",11
"ENSMUSG00000031320",3.33021759723769e-14,8.8351769460164e-13,"Rps4x",4
"ENSMUSG00000022403",3.34049682913695e-14,8.84711513156202e-13,"St13",4
"ENSMUSG00000033004",3.411735320252e-14,9.02018035965761e-13,"Mycbp2",7
"ENSMUSG00000031133",3.6009409184705e-14,9.50400061723214e-13,"Arhgef6",9
"ENSMUSG00000026842",3.6183102663467e-14,9.53340680847424e-13,"Abl1",9
"ENSMUSG00000020458",3.62603046203061e-14,9.53733235614511e-13,"Rtn4",8
"ENSMUSG00000038943",3.70463034843307e-14,9.72735529567985e-13,"Prc1",12
"ENSMUSG00000056342",3.75967263545999e-14,9.85497751774341e-13,"Usp34",8
"ENSMUSG00000023393",3.83608621418134e-14,1.00321442806227e-12,"Slc17a9",5
"ENSMUSG00000003099",3.84647951132994e-14,1.00321442806227e-12,"Ppp5c",9
"ENSMUSG00000087153",3.8496070715018e-14,1.00321442806227e-12,"Gm6483",5
"ENSMUSG00000028811",3.85347585380594e-14,1.00321442806227e-12,"Yars",8
"ENSMUSG00000066456",3.87051714282927e-14,1.00594017695128e-12,"Hmgn3",4
"ENSMUSG00000015950",3.88366301867638e-14,1.0076459913542e-12,"Ncf1",6
"ENSMUSG00000011958",3.89938051801872e-14,1.00865187265177e-12,"Bnip2",7
"ENSMUSG00000022710",3.90071798151194e-14,1.00865187265177e-12,"Usp7",13
"ENSMUSG00000028800",3.93302516689739e-14,1.01529088119503e-12,"Hdac1",6
"ENSMUSG00000029836",4.07786798650496e-14,1.05090914372757e-12,"Cbx3",6
"ENSMUSG00000025786",4.13728026478984e-14,1.06442834106559e-12,"Zdhhc3",9
"ENSMUSG00000027091",4.36133928119319e-14,1.12019096839774e-12,"Zc3h15",6
"ENSMUSG00000025393",4.45042665324436e-14,1.14115797668115e-12,"Atp5b",8
"ENSMUSG00000037270",4.55068037200182e-14,1.16491329656528e-12,"4932438A13Rik",11
"ENSMUSG00000025508",4.95936582506414e-14,1.26741188731355e-12,"Rplp2",6
"ENSMUSG00000033088",4.97262595620627e-14,1.26868263562676e-12,"Triobp",9
"ENSMUSG00000001918",5.00584045597903e-14,1.27503170882075e-12,"Slc1a5",7
"ENSMUSG00000020372",5.15558907353916e-14,1.31099265012853e-12,"Gnb2l1",6
"ENSMUSG00000000738",5.17713522455985e-14,1.31428832533271e-12,"Spg7",10
"ENSMUSG00000030706",5.21435708602867e-14,1.32154599789614e-12,"Mrpl48",7
"ENSMUSG00000007739",5.34648164292668e-14,1.35279241305656e-12,"Cct4",8
"ENSMUSG00000022779",5.37216217077633e-14,1.35704717013604e-12,"Top3b",15
"ENSMUSG00000002885",5.67923071382072e-14,1.43225146239156e-12,"Cd97",7
"ENSMUSG00000031154",5.83234105840644e-14,1.46844534411325e-12,"Otud5",8
"ENSMUSG00000027466",5.8628187246063e-14,1.47369505806688e-12,"Rbck1",8
"ENSMUSG00000032690",5.88544776081725e-14,1.4769579397146e-12,"Oas2",4
"ENSMUSG00000018449",5.98555407396847e-14,1.49962130547151e-12,"Rpain",8
"ENSMUSG00000032449",6.03139407563408e-14,1.50863693643475e-12,"Slc25a36",9
